Cost std sum
1836.6942904462128 387.3623268903116 2224.056617336524
1947.486766652863 373.32703397668183 2320.813800629545
2132.544478531108 496.39615711678437 2628.940635647892
2623.865589990944 855.8086203897008 3479.6742103806446
3711.304379681611 360.59416499816365 4071.8985446797747
3346.042250913159 888.8859156060003 4234.928166519159
4805.075947798231 0.0 4805.075947798231
4010.676757266834 784.7833423818839 4795.460099648718
