Cost std sum
1605.8169557306117 258.72130958537986 1864.5382653159916
2041.2570801303668 562.2331797429445 2603.4902598733115
1929.0624284635483 616.9062989327273 2545.9687273962754
2012.6573896910309 533.1974257310965 2545.854815422127
3241.114408628637 467.48880533146604 3708.6032139601034
2836.274011847633 488.5093724043586 3324.7833842519917
3420.009944454827 585.3794525060072 4005.389396960834
3340.4670026894 370.9274094322277 3711.3944121216277
