Cost std sum
1967.3411208649366 465.37722729037023 2432.7183481553066
2230.9893629451626 449.0688050625183 2680.058168007681
2374.703848804455 502.1625426937605 2876.8663914982153
3136.182628050232 703.1361183126053 3839.3187463628374
4130.185487239109 825.0491967696754 4955.234684008784
4639.58475483849 0.0 4639.58475483849
4164.758809892977 287.40594926141654 4452.164759154394
5073.13582432385 0.0 5073.13582432385
