seed,instance,duration,frequency,cost,tardiness,travelTime,overTime,computationTime
-6793089706245085699,1,240,24,2643.5378619966077,1773.88905,535.2488119966077,334.4,5847,6
-6302791451542798412,1,240,24,2191.247351449081,1418.77715,468.52020144908136,303.95,6048,5
6278873408215517006,1,240,24,2833.026914041368,1912.3632833333334,484.46363070803494,436.2,6822,7
-8848270547380189558,1,240,24,3305.743047392125,2398.860583333333,474.1991307254585,432.68333333333334,6524,7
2073352638645776468,1,240,24,5136.787559569443,4064.23945,457.94810956944247,614.6,6536,9
4525208116246965402,1,240,24,1875.0032951820053,1151.3966666666668,471.0566285153386,252.55,6260,4
-2708428033667030074,1,240,24,3035.1525084265113,2126.7567,494.49580842651113,413.9,6254,8
-1510037452122011791,1,240,24,4308.948282049965,3304.631316666667,458.5169653832986,545.8,6925,9
-7583623935849925323,1,240,24,4796.120923408702,3665.2946,539.3763234087021,591.45,6095,11
3873527736201616368,1,240,24,2516.111801383894,1560.4843833333334,540.510751383894,415.1166666666667,6652,8
6144582178358115160,1,240,24,3391.325149087921,2480.6706833333333,487.67113242125447,422.98333333333335,6364,8
7714581792802681345,1,240,24,3967.829626923025,2973.3911,514.3718602563588,480.06666666666666,6605,8
7084852974814661286,1,240,24,2974.1564177977198,2089.221233333333,494.0018511310532,390.93333333333334,5845,6
-5633718604107398377,1,240,24,3109.9356953989395,2126.2616666666668,482.95736206560605,500.71666666666664,5202,7
-1620634791764763651,1,240,24,2271.7634834239825,1430.4689333333333,483.8945500906493,357.4,5428,5
8363034046047212451,1,240,24,4707.400194129663,3599.0087,521.6581607963294,586.7333333333333,5485,10
8983687729921350506,1,240,24,2534.649153839763,1666.4652333333333,499.2672538397631,368.9166666666667,5348,6
-2684702693477641871,1,240,24,3688.3103529776745,2678.5885333333335,512.5551529776744,497.1666666666667,4270,7
3238.8573538061314std=1078.9247566500023
